Module	Section	Sample Name	Source
Snippy	snippy	multiqc_sources	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514278_trimmed_multiqc_data/multiqc_sources.txt
Snippy	snippy	multiqc	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514278_trimmed_multiqc_data/multiqc.log
FastQC	all_sections	SRR14514179_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514179_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514231_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514231_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514220_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514220_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514251_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514251_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514214_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514214_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514164_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514164_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514275_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514275_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514202_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514202_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514233_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514233_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514205_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514205_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514266_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514266_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514193_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514193_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514199_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514199_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514184_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514184_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514222_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514222_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514225_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514225_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514182_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514182_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514176_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514176_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514181_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514181_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514209_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514209_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514175_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514175_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514269_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514269_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514187_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514187_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514240_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514240_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514285_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514285_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514208_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514208_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514267_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514267_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514191_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514191_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514203_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514203_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514246_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514246_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514161_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514161_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514192_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514192_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514174_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514174_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514282_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514282_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514268_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514268_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514270_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514270_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514289_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514289_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514242_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514242_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514172_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514172_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514214_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514214_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514223_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514223_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514226_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514226_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514198_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514198_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514282_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514282_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514252_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514252_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514262_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514262_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514168_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514168_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514212_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514212_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514244_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514244_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514272_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514272_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514169_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514169_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514238_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514238_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514199_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514199_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514283_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514283_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514195_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514195_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514168_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514168_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514185_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514185_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514210_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514210_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514216_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514216_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514216_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514216_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514237_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514237_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514190_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514190_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514171_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514171_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514235_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514235_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514277_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514277_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514252_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514252_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514237_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514237_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514212_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514212_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514224_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514224_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514197_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514197_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514253_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514253_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514255_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514255_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514271_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514271_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514249_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514249_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514274_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514274_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514191_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514191_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514248_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514248_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514256_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514256_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514254_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514254_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514189_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514189_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514162_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514162_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514183_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514183_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514182_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514182_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514188_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514188_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514281_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514281_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514178_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514178_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514243_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514243_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514217_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514217_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514166_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514166_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514235_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514235_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514270_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514270_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514232_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514232_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514229_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514229_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514172_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514172_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514287_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514287_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514176_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514176_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514174_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514174_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514257_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514257_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514265_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514265_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514256_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514256_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514219_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514219_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514248_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514248_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514208_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514208_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514183_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514183_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514186_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514186_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514219_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514219_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514177_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514177_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514279_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514279_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514164_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514164_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514207_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514207_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514221_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514221_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514277_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514277_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514280_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514280_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514209_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514209_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514281_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514281_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514195_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514195_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514227_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514227_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514246_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514246_1.trimmed_fastqc.zip
